precision,recall,f1-score,accuracy
0.003861003861003861,1.0,0.007692307692307693,0.355
0.0035971223021582736,1.0,0.007168458781362008,0.3075
0.0,0.0,0.0,0.45
0.0038461538461538464,1.0,0.007662835249042146,0.3525
0.0030864197530864196,1.0,0.006153846153846154,0.1925
0.0029498525073746312,1.0,0.0058823529411764705,0.155
0.0029940119760479044,1.0,0.005970149253731344,0.1675
0.0,0.0,0.0,0.48
0.0028011204481792717,1.0,0.00558659217877095,0.11
0.009433962264150943,1.0,0.018691588785046728,0.7375
0.0,0.0,0.0,0.605
0.0033112582781456954,1.0,0.006600660066006602,0.2475
0.011235955056179775,1.0,0.02222222222222222,0.78
0.004291845493562232,1.0,0.008547008547008546,0.42
0.004761904761904762,1.0,0.009478672985781991,0.4775
0.002932551319648094,1.0,0.005847953216374269,0.15
0.005405405405405406,1.0,0.010752688172043012,0.54
0.004098360655737705,1.0,0.00816326530612245,0.3925
0.003484320557491289,1.0,0.006944444444444445,0.285
0.004273504273504274,1.0,0.00851063829787234,0.4175
0.003367003367003367,1.0,0.006711409395973153,0.26
0.003289473684210526,1.0,0.006557377049180327,0.2425
0.0026246719160104987,1.0,0.005235602094240837,0.05
0.002785515320334262,1.0,0.005555555555555556,0.105
0.0031446540880503146,1.0,0.006269592476489028,0.2075
0.0,0.0,0.0,0.465
0.0038314176245210726,1.0,0.007633587786259542,0.35
0.0034129692832764505,1.0,0.006802721088435374,0.27
0.0,0.0,0.0,0.025
0.002617801047120419,1.0,0.005221932114882507,0.0475
0.0,0.0,0.0,0.5075
0.0,0.0,0.0,0.375
0.0,0.0,0.0,0.085
0.006493506493506494,1.0,0.012903225806451613,0.6175
0.0035087719298245615,1.0,0.006993006993006993,0.29
0.004273504273504274,1.0,0.00851063829787234,0.4175
0.0035971223021582736,1.0,0.007168458781362008,0.3075
0.0044444444444444444,1.0,0.008849557522123894,0.44
0.004672897196261682,1.0,0.009302325581395347,0.4675
0.003076923076923077,1.0,0.006134969325153375,0.19
0.004166666666666667,1.0,0.008298755186721992,0.4025
0.00398406374501992,1.0,0.007936507936507936,0.375
0.00684931506849315,1.0,0.013605442176870748,0.6375
0.0028089887640449437,1.0,0.005602240896358543,0.1125
0.002881844380403458,1.0,0.005747126436781608,0.135
0.002688172043010753,1.0,0.005361930294906166,0.0725
0.0033003300330033004,1.0,0.006578947368421053,0.245
0.0038910505836575876,1.0,0.007751937984496124,0.36
0.0027247956403269754,1.0,0.005434782608695652,0.085
0.006134969325153374,1.0,0.012195121951219513,0.595
0.002652519893899204,1.0,0.005291005291005291,0.06
0.005681818181818182,1.0,0.01129943502824859,0.5625
0.0,0.0,0.0,0.43
0.0033444816053511705,1.0,0.006666666666666666,0.255
0.00411522633744856,1.0,0.00819672131147541,0.395
0.0029069767441860465,1.0,0.005797101449275362,0.1425
0.003076923076923077,1.0,0.006134969325153375,0.19
0.0,0.0,0.0,0.435
0.0,0.0,0.0,0.2175
0.007407407407407408,1.0,0.014705882352941178,0.665
0.0049261083743842365,1.0,0.00980392156862745,0.495
0.002631578947368421,1.0,0.005249343832020998,0.0525
0.0035714285714285713,1.0,0.0071174377224199285,0.3025
0.0030959752321981426,1.0,0.00617283950617284,0.195
0.003367003367003367,1.0,0.006711409395973153,0.26
0.002617801047120419,1.0,0.005221932114882507,0.0475
0.002770083102493075,1.0,0.0055248618784530384,0.1
0.0,0.0,0.0,0.3375
0.0,0.0,0.0,0.685
0.0029498525073746312,1.0,0.0058823529411764705,0.155
0.007575757575757576,1.0,0.015037593984962407,0.6725
0.0,0.0,0.0,0.5
0.0,0.0,0.0,0.425
0.0,0.0,0.0,0.2925
0.002824858757062147,1.0,0.005633802816901409,0.1175
0.0049504950495049506,1.0,0.009852216748768473,0.4975
0.0045662100456621,1.0,0.00909090909090909,0.455
0.0,0.0,0.0,0.4625
0.0038314176245210726,1.0,0.007633587786259542,0.35
0.0,0.0,0.0,0.455
0.0,0.0,0.0,0.39
0.0,0.0,0.0,0.2475
0.0,0.0,0.0,0.1475
0.0038022813688212928,1.0,0.007575757575757576,0.345
0.0,0.0,0.0,0.5375
0.0,0.0,0.0,0.4125
0.0030864197530864196,1.0,0.006153846153846154,0.1925
0.0,0.0,0.0,0.5775
0.0,0.0,0.0,0.3625
0.0,0.0,0.0,0.415
0.0,0.0,0.0,0.135
0.004291845493562232,1.0,0.008547008547008546,0.42
0.0,0.0,0.0,0.4525
0.0030303030303030303,1.0,0.006042296072507554,0.1775
0.0,0.0,0.0,0.665
0.0,0.0,0.0,0.44
0.0,0.0,0.0,0.37
0.005405405405405406,1.0,0.010752688172043012,0.54
0.0037174721189591076,1.0,0.007407407407407408,0.33
0.0027472527472527475,1.0,0.0054794520547945215,0.0925
0.0,0.0,0.0,0.7175
0.003968253968253968,1.0,0.007905138339920948,0.3725
0.0028011204481792717,1.0,0.00558659217877095,0.11
0.0,0.0,0.0,0.515
0.004201680672268907,1.0,0.008368200836820083,0.4075
0.0029411764705882353,1.0,0.005865102639296188,0.1525
0.0,0.0,0.0,0.4525
0.004201680672268907,1.0,0.008368200836820083,0.4075
0.004,1.0,0.00796812749003984,0.3775
0.0027247956403269754,1.0,0.005434782608695652,0.085
0.0036231884057971015,1.0,0.007220216606498195,0.3125
0.0037735849056603774,1.0,0.0075187969924812035,0.34
0.0037593984962406013,1.0,0.00749063670411985,0.3375
0.005747126436781609,1.0,0.011428571428571429,0.5675
0.004524886877828055,1.0,0.00900900900900901,0.45
0.0029850746268656717,1.0,0.005952380952380953,0.165
0.005263157894736842,1.0,0.010471204188481674,0.5275
0.0035587188612099642,1.0,0.007092198581560283,0.3
0.0037593984962406013,1.0,0.00749063670411985,0.3375
0.0,0.0,0.0,0.6525
0.0026455026455026454,1.0,0.005277044854881266,0.0575
0.0031545741324921135,1.0,0.006289308176100629,0.21
0.006329113924050633,1.0,0.012578616352201257,0.6075
0.005,1.0,0.009950248756218907,0.5025
0.0,0.0,0.0,0.155
0.004901960784313725,1.0,0.00975609756097561,0.4925
0.0034129692832764505,1.0,0.006802721088435374,0.27
0.0030581039755351682,1.0,0.006097560975609756,0.185
0.006578947368421052,1.0,0.013071895424836602,0.6225
0.003745318352059925,1.0,0.007462686567164179,0.335
0.00684931506849315,1.0,0.013605442176870748,0.6375
0.003968253968253968,1.0,0.007905138339920948,0.3725
0.005405405405405406,1.0,0.010752688172043012,0.54
0.003236245954692557,1.0,0.0064516129032258064,0.23
0.002777777777777778,1.0,0.00554016620498615,0.1025
0.0,0.0,0.0,0.645
0.0032679738562091504,1.0,0.006514657980456026,0.2375
0.004878048780487805,1.0,0.009708737864077669,0.49
0.00390625,1.0,0.007782101167315175,0.3625
0.0034602076124567475,1.0,0.006896551724137931,0.28
